category;data
Экономика;МОСКВА, 20 апр - РИА Новости. Президент России Владимир Путин поручил правительству и ЦБ РФ обеспечить повышение доступности кредитов для сельскохозяйственных товаропроизводителей, прежде всего в новых регионах, сообщается в перечне поручений, опубликованных на сайте Кремля. "Правительству РФ совместно с Банком России: обеспечить повышение доступности кредитов для сельскохозяйственных товаропроизводителей, прежде всего осуществляющих деятельность на территориях Донецкой народной республики, Луганской народной республики, Запорожской и Херсонской областей, предусмотрев в том числе снижение требований к ним при предоставлении кредитов, а также возможность использования механизмов гарантийной поддержки и поручительства", - говорится в сообщении. Срок исполнения порочения - 1 июля. Ответственными назначены премьер-министр РФ Михаил Мишустин и председатель ЦБ Эльвира Набиуллина. Путин поручил стимулировать спрос на биотехнологическую продукциюВчера, 11:32
Экономика;МОСКВА, 20 апреля/ Радио Sputnik. США и Китай были основными покупателями российского урана в прошлом году, пишет РИА Новости со ссылкой на данные национальных статистических служб. Уточняется, что КНР сократила закупки российского урана на 32% – до 457 тонн. В результате Вашингтон, нарастив импорт на 19% (до 702 тонн), сместил Пекин на второе место. Третьей стала Южная Корея, закупившая 243 тонны урана – в 1,8 раза больше, чем в прошлом году. На четвертом месте Франция, сократившая импорт на 29% (до 223 тонн), на пятом – Казахстан, увеличивший его в пять раз (до 168 тонн).  За ними следуют Германия, которая ввезла 30 тонн российского урана, и новичок в рейтинге – Бразилия, которая купила 27 тонн.  Отмечается, что Нидерланды в прошлом году не покупали у России обогащенный уран, хотя в 2022 году ввезли 72 тонны. Ранее радио Sputnik сообщило, что в США произвели первые 90 килограммов обогащенного урана. "Пусть думают, во что ввязались": новый проект Киева в ядерной энергетике17 апреля, 17:50 Такого Telegram-канала, как у нас, нет ни у кого. Он для тех, кто хочет делать выводы сам.
Экономика;МОСКВА, 20 апр - РИА Новости. Президент России Владимир Путин поручил при разработке национального проекта в сфере продовольственной безопасности предусмотреть увеличение объёмов сельхозоборудования, сообщается в перечне поручений, опубликованных на сайте Кремля.  "Предусмотреть при разработке национального проекта технологического суверенитета в сфере продовольственной безопасности реализацию мероприятий: по увеличению объемов производства сельскохозяйственной техники, оборудования, пестицидов, агрохимикатов, лекарственных препаратов для ветеринарного применения, обеспечив в том числе запуск программы Фонда развития промышленности, направленной на удовлетворение потребностей сельского хозяйства, а также возможность использования механизмов кластерной инвестиционной платформы", - говорится в сообщении.  Доклад необходимо представить до 1 сентября 2024 года. Ответственным назначен премьер-министр РФ Михаил Мишустин. Путин прокомментировал развитие агропромышленного комплекса8 октября 2023, 00:13
Экономика;МОСКВА, 20 апреля/ Радио Sputnik. Российское правительство приняло постановление, позволяющее экспортировать больше зерна, сообщает пресс-служба кабмина. «"Правительство установило дополнительную часть квоты на вывоз зерновых культур из России за пределы Евразийского экономического союза. Эта мера нацелена на поддержку сельхозпроизводителей. Учитывая рекордный урожай зерновых в 2023 году и достаточную обеспеченность такой продукцией внутреннего рынка, аграрии смогут осуществить дополнительные поставки своей продукции за рубеж", – говорится в публикации на сайте правительства. Уточняется, что дополнительная часть квоты на экспорт пшеницы, меслина, ячменя, ржи и кукурузы составит пять миллионов тонн. Она будет действовать по 30 июня текущего года включительно. Ее объем между экспортерами распределит Минсельхоз. Основная часть квоты установлена кабмином на срок с 15 февраля по 30 июня – она составляет 24 миллиона тонн.  Отмечается, что утвержденный в прошлом году механизм квотирования экспорта зерновых, допускающий распределение между экспортерами дополнительной части квоты, позволяет поддерживать оптимальный баланс между внутренним рынком зерновых и поставками этой продукции за рубеж. «"В рамках квоты экспорт зерна облагается плавающей пошлиной, зависящей от ценовой конъюнктуры, за ее пределами – заградительной, которую ежегодно утверждает Минсельхоз", – добавили в пресс-службе кабмина. Ранее радио Sputnik сообщило, что Литва снова начала закупать зерно у России. Экономист: Словакия расставила точки над i в проблеме украинского зерна11 апреля, 19:06 Такого Telegram-канала, как у нас, нет ни у кого. Он для тех, кто хочет делать выводы сам.
Экономика;МОСКВА, 20 апр - РИА Новости. Президент РФ Владимир Путин поручил правительству совместно с Госдумой рассмотреть возможность строительства туристических объектов винодельческими хозяйствами на землях сельскохозяйственного назначения, говорится в перечне поручений по итогам рабочей поездки в Ставропольский край, состоявшейся 5 марта.  "Правительству Российской Федерации совместно с Государственной Думой Федерального Собрания Российской Федерации при доработке проекта федерального закона №365108-8 рассмотреть вопрос об установлении возможности строительства виноградарскими и винодельческими хозяйствами объектов туристической инфраструктуры, в том числе гостиниц, на землях сельскохозяйственного назначения, не относящихся к сельскохозяйственным угодьям, с определением оснований, препятствующих выводу таких земель из сельскохозяйственного производства или переводу в иную категорию земель", - говорится в поручении.  Ответственными назначены премьер Михаил Мишустин и спикер Госдумы Вячеслав Володин, сроки доклада - до 1 июля. Путин поручил изучить вопрос включения общепита в госпрограмму по туризму11 января, 09:10
Экономика;МОСКВА, 20 апр - РИА Новости. Президент России Владимир Путин поручил кабмину вместе с Российским экспортным центром принять дополнительные меры для продвижения на зарубежные рынки сельхозпродукции и продовольствия, которые производят российские малые предприниматели. Перечень поручений по итогам рабочей поездки президента в Ставропольский край опубликован на сайте Кремля.  "Правительству Российской Федерации... при участии акционерного общества "Российский экспортный центр" принять дополнительные меры, направленные на продвижение на зарубежные рынки российских сельскохозяйственной продукции, сырья и продовольствия, произведенных сельскохозяйственными товаропроизводителями из числа субъектов малого предпринимательства", - говорится в документе. Путин пообещал помочь с продвижением российского мороженого за рубежом5 марта, 22:24
Экономика;МОСКВА, 20 апр – РИА Новости. В Москве с 15 по 18 апреля состоялась выставка "Нефтегаз-2024", в которой приняли участие более 900 компаний из 12 различных стран, в числе участников свыше 160 столичных организаций, сообщил министр правительства Москвы, глава департамента инвестиционной и промышленной политики (ДИПП) Владислав Овчинский. "Столичные предприятия предлагают новые решения для российской нефтегазовой отрасли в условиях внешних ограничений, в том числе связанные с бурением скважин и переработкой нефтяных и газовых продуктов. Например, они поставляют специальные кабели, позволяющие исследовать нефтяные скважины, а также трубы, которые используют в газораспределении, строительстве промысловых трубопроводов и водоснабжении. В общей сложности в выставке "Нефтегаз-2024" приняли участие более 160 столичных компаний", – цитирует пресс-служба ДИПП Овчинского. Овчинский: сверхпрочные трубы для нефтегазовой отрасли разработали в Москве26 апреля 2023, 12:42 Организация "Промприбор-Р" представила на выставке ассортимент датчиков. Среди представленной линейки - устройство газоанализатора, в котором устроены четыре сенсора, способных определить автоматически концентрацию токсичных и взрывоопасных веществ в воздухе рабочих зон. Речь идет о метане, кислороде, угарном газе и других веществах. При этом комплектация и состав сенсоров меняется. По словам старшего инженера компании Георгия Дзененко, датчику организации нет аналогов на рынке. Он создан для работы в Арктике. Эта линейка более совершенная, чем предыдущая продукция, в которой улучшена взрывозащита. Эту продукцию можно калибровать при замене сенсоров, не разбирая датчик. Это обеспечивает удобство для потребителя, особенно в сложных условиях. Между тем, по словам Дзененко, протокол передачи данных по радиоканалу сейчас работает на расстоянии пары километров. Другое московское предприятие - ГК "Москабельмет" - продемонстрировало на выставке нагревательные, геофизические кабели. Кроме того, организация представила кабели для связи и управления, изготавливаемые при использовании высокотехнологичного оборудования. Как рассказал гендиректор группы компаний Павел Моряков, в компании есть те же линии, материалы и знания, которые были у зарубежных организаций, которые ушли из рынка РФ. В прошлом году компания запустила производство, благодаря которому удалось снизить использование зарубежного кабеля до 5%. При этом раньше этот показатель составлял 20-30%. "Наш прогноз – 2-3% импорта от общего количества используемых кабелей к 2030 году", – цитирует пресс-служба Морякова. Третья московская компания производит оборудование для нефтегазового комплекса – гибкую полимерную армированную трубу. С применением такой продукции реализуется проект по возведению нефтесборных промысловых трубопроводов. Еще организация представила новую продукцию для отопления, водоотведения и защиты кабеля. Как сообщил директор департамента промышленных проектов Группы "Полипластик" Максим Колесов, у этих труб есть высокая коррозионная стойкость, а также хорошая прочность, которая сформирована при помощи монолитной конструкции и армирования стеклокомпозиционными лентами. Трубы этой компании могут выдержать рабочее давление от 40 до 210 бар. Их можно использовать при температуре носителя до плюс 80 градусов Цельсия. Столица является центром российский промышленности. Москва – город, в котором развито производство. В мегаполисе ведут свою деятельность свыше 4,2 тысячи промкомпаний, где работают 725 тысяч человек. Каждый год в городе открывается до 50 средних и крупных предприятий, а еще примерно 100 малых. Они выпускают разнообразные товары и активно внедряют инновации. Столичный градоначальник Сергей Собянин поручил реализовать в Москве комплекс мер, направленных на повышение инвестпривлекательности города для российских промышленников и развитие производств. В мегаполисе есть комфортные условия для всех компаний – от малых до крупных. Для столичных бизнесменов созданы свыше 20 системных мер поддержки города. Так, они могут воспользоваться целевыми займами и субсидиями. А еще разработан ряд антикризисных инструментов. В Москве растет выпуск банкоматов, газоанализаторов и ленточных пил19 апреля, 13:13
Экономика;МОСКВА, 20 апреля/ Радио Sputnik. Французское предприятие RTM Industries – последний в Евросоюзе производитель аудиокассет – намерено увеличить объемы выпускаемой продукции из-за повысившегося спроса, передает телеканал BFMTV. «"На фоне спроса оно планирует вдвое увеличить производство", – приводит фрагмент публикации "Газета.ru". Предприятие в городе Авранш на северо-западе Франции, которому уже около 40 лет, является "последним в Европе" и одним из трех в мире, до сих пор занимающимся изготовлением аудиокассет.  По данным BFMTV, рынок аудиокассет с 2022 года ежегодно растет на 20%, поэтому RTM Industries планирует увеличить количество ежедневно выпускаемых единиц продукции с полутора до трех тысяч.  Ранее радио Sputnik сообщило, что производство бумаги в Москве увеличилось вчетверо. В Подмосковье планируют запустить производство роботов-дояров30 января, 18:22 Такого Telegram-канала, как у нас, нет ни у кого. Он для тех, кто хочет делать выводы сам.
Экономика;МОСКВА, 20 апр - РИА Новости. США призвали Европу снизить налоги на доходы от замороженных российских активов, чтобы увеличить денежную помощь Украине, сообщило издание Financial Times со ссылкой на представителей в Вашингтоне.  "То, куда вкладываются активы имеет значение, но также и размер их налогообложения... Нам стоит максимально использовать каждый евро из этих замороженных резервов во благо Украины", - заявил изданию заместитель советника президента США по национальной безопасности Далип Сингх.  В ЕС с опаской относятся к быстрому применению замороженных активов России9 ноября 2023, 21:21 При этом он подчеркнул, что, если пересмотреть, куда инвестируются средства и изменить налоговый режим, можно было бы сэкономить до пяти миллиардов евро в год.    По словам Сингха, заемщики должны получить гарантии, что вложенные ими деньги вернутся. Этого можно достичь, если отложить определенный процент резервов, считает он.  Сингх отметил, что эти меры могли бы помочь в выделении Украине около 50 миллиардов долларов.  После начала спецоперации на Украине ЕС и страны G7 заморозили почти половину российских валютных резервов на сумму около 300 миллиардов евро. Около 200 миллиардов евро находятся в ЕС, в основном на счетах бельгийской Euroclear - одной из крупнейших в мире расчетно-клиринговых систем. В ЕС обсуждают пути использования замороженных активов РФ для финансирования восстановления Украины. Европейский центробанк предупреждал, что это может нести репутационные риски для европейской валюты в долгосрочной перспективе, и призывал "смотреть за пределы этого отдельного конфликта" и искать другие способы финансирования Киева.  Еврокомиссар призвал к общему решению G7 для мер по российским активам6 февраля, 10:58 В Кремле заявляли, что принятие подобных решений "будет еще одним шагом в попрании всех правил и норм международного права". В МИД РФ называли заморозку российских активов в Европе воровством, отмечая, что ЕС нацелен не просто на средства частных лиц, но и на государственные активы России. Ранее министр финансов Антон Силуанов заявил, что с 2022 года недружественные страны Запада вводят санкции в отношении России, ее граждан и организаций, также в ЕС и других западных странах активно ведется работа над созданием правовых условий для конфискации замороженных российских активов, вводится внешнее управление в отношении дочерних структур российских компаний, незаконно лишаются или ограничиваются права собственности российских юридических и физических лиц.   Россия будет отвечать в случае конфискации замороженных российских активов на Западе, заявил позже министр иностранных дел России Сергей Лавров. Он добавил, что у РФ "тоже есть возможность не возвращать те средства, которые западные страны держали в России и которые были заморожены в ответ на арест российских государственных резервов, здесь не может быть сомнений, что мы взаимно будем действовать". СМИ: страны G7 и ЕС придумали план по использованию российских активов 4 февраля, 22:41
Экономика;МОСКВА, 20 апр – РИА Новости. В прошлом году на территории Татарстана был введен рекордный уровень жилья - более 3,4 миллиона квадратных метров, сообщает пресс-служба Государственного Совета республики. Заявление прозвучало 19 апреля на заседании регионального Госсовета, где был рассмотрен отчет о результатах деятельности кабинета министров республики за 2023 год. С основным докладом по данному вопросу выступил премьер-министр РТ Алексей Песошин. В Татарстане лесовосстановление проведут на площади свыше 5 тысяч гектаров16 апреля, 17:47 Он остановился на основных результатах работы, а также на мероприятиях по обеспечению социально-экономической стабильности и развитию экономики, обозначил ближайшие приоритеты. "Оперативным штабом под руководством раиса Республики Татарстан Рустама Минниханова была продолжена совместная скоординированная работа с федеральными министерствами, депутатами Госдумы и Госсовета, республиканскими и муниципальными органами власти, предприятиями и организациями", – цитирует пресс-служба премьер-министра республики. Так, по итогам 2023 года объем валового регионального продукта составил 4,3 триллиона рублей при темпе роста 103,6%. Основной рост обеспечили промышленность, строительство и сфера торговли. Объем отгруженной продукции превысил 4,7 триллиона рублей. Индекс промышленного производства составил 103,3%. Ключевой вклад в динамику промышленного производства обеспечен обрабатывающими отраслями, которые составляют более 70% от его общего объема. Объем инвестиций в основной капитал в прошлом году составил почти 1,2 триллиона рублей, темп роста превысил 120%. Второй год подряд обеспечен рекордный уровень ввода жилья. В 2023 году введено более 3,4 миллиона квадратных метров жилья. "Крайне непростой год выдался для отрасли сельского хозяйства, но, несмотря на сложности, агропромышленный комплекс республики полностью обеспечивает татарстанцев основными видами сельхозпродукции. По итогам 2023 года Татарстан прочно занимает первое место в стране по производству молока", - отметил Песошин. Более 205 тыс человек проголосовали за объекты благоустройства в Татарстане9 апреля, 10:33 В прошлом году аграриями республики собрано более 3,6 миллиона тонн зерна, 1,7 миллиона тонн сахарной свеклы, 1,1 миллиона тонн картофеля и овощей. Отдельно Песошин остановился на вопросах реализации госпрограмм. "Комплексный подход к формированию программ значительно улучшает качество социальной инфраструктуры для жителей республики, дает возможность каждому уже сейчас пользоваться всем спектром современных образовательных, спортивных, культурных и других социальных объектов", - подчеркнул он. Он добавил, что в прошлом году продолжилась работа по модернизации сети образовательных учреждений. Так, было построено четыре детских сада на 1 тысячу мест, 11 школ и дополнительный корпус к школе почти на 10 тысяч мест. Капитально отремонтировано 234 учреждения образования. Для организации здорового горячего питания учащихся в 2023 году на капитальный ремонт столовых 143 школ был направлен 1 миллиард рублей. "Умные" светофоры установят в Татарстане 8 апреля, 10:17
Экономика;МОСКВА, 20 апр - РИА Новости. РФ найдет ответ на изъятие активов РФ за счет средств компаний США, заблокированных в России, заявил РИА Новости сенатор от Калининграда Александр Шендерюк-Жидков.  Палата представителей США на внеплановой субботней сессии приняла законопроект о конфискации российских активов в пользу Украины.  Песков предупредил США о последствиях конфискации российских активовВчера, 21:26 "Решение нижней палаты американского конгресса о воровстве российских активов очередной раз демонстрирует преступный характер американских элит. Те, кто долгие годы твердили нам о незыблемости частной собственности, готовы отказаться от своих идеалов ради сиюминутной политической выгоды", - сказал политик.    Однако это событие не останется без последствий, изъятие российских активов, если оно все же произойдет, приведет завтра к краху доверия к американской финансовой системе, а в последующем и к краху американской гегемонии, подчеркнул он.  "При этом уверен, что у России есть средства найти адекватный ответ на подобные действия, в том числе и за счет активов американских компаний, заблокированных внутри страны", - заключил Шендерюк-Жидков. Силуанов прокомментировал предложения о конфискации российских активов19 апреля, 19:29
Экономика;МОСКВА, 21 апр — РИА Новости, Елена Савельева. Запад расширил санкции на российские металлы. Цены на алюминий и никель сразу же резко взлетели. В Европе опасаются дефицита из-за сокращения поставок на мировой рынок. Наблюдатели указывают: последствия серьезные, при этом Москва только выиграет. Вдобавок европейские биржи могут лишиться статуса крупнейших торговых площадок. "Кроме российского" США и Великобритания запретили импорт никеля, алюминия и меди российского происхождения. Лондонская (LME) и Чикагская (CME) товарные биржи отныне не могут пополнять запасы металлов на складах за счет поставок из России, на которую приходится до девяти процентов мирового производства никеля, пяти — алюминия и четырех — меди.  Министр финансов США Джанет Йеллен объяснила, что это сократит доходы Москвы и помешает финансировать "агрессию" на Украине.  Как обычно, вводя ограничения на критически важные товары, Запад не преминул подстраховаться. Так, запрет распространяется на сырье, произведенное после 13 апреля. Имеющиеся запасы распродать можно. Кроме того, напомнили в правительстве Великобритании, российский титан и металлы платиновой группы по-прежнему не под санкциями. В конце марта на складах LME было 400 тысяч тонн сырья из России (всего запасов — миллион). Первичного алюминия — 91%, никеля — 36%, меди — 62%. Как указывает Reuters, торговля российскими металлами продолжится на внебиржевых рынках, но с дисконтами. «"Предыдущие санкции не мешали биржам принимать сырье на авторизованные склады. Теперь отгружать контрагентам можно, но использовать Лондонскую биржу для хранения по новым контрактам нельзя", — уточняет Николай Неплюев, экономист и эксперт по вопросам промышленности. В США заявили об ограничении оборота металлов из России на биржах13 апреля, 00:23 Цены взлетели Цены на алюминий на LME в ночь на 15 апреля взлетели на 9,26% — до 2725 долларов за тонну. Стоимость фьючерсов на никель увеличивалась на 8,8%, итоговый результат — 3,8% (18 475 долларов за тонну). Рынок опасается дефицита.  С одной стороны, ни США, не Великобритания пострадать от санкций не должны: российский импорт там невелик. С другой, ключевые склады LME находятся в Европе и в случае истощения запасов быстро найти замену не получится: местное производство слабое, придется завозить откуда-то еще, отмечает Леонид Хазанов, независимый промышленный эксперт. «"Подъем цен на LME, крупнейшей в мире площадке по торговле цветными металлами, автоматически означает сокращение рентабельности их потребителей. Особенно чувствительны к этому производители нержавеющей стали и жаропрочных сплавов для двигателей самолетов — поставщиков необходимого им чистого никеля не так уж много на планете", — подчеркивает он. В России уже предупредили: рост цен неизбежен.  "Норникель" сожалеет о принятом решении, поскольку оно усугубит ценовую неустойчивость, повысит неопределенность в цепочке поставок и спровоцирует рост конечной цены, что отрицательно скажется на потребителях этих металлов по всему миру. Кроме того, повысится риск сбоев в работе рынков, так как снизится ликвидность металлов и вырастет стоимость финансирования важнейших промышленных цепочек поставок", — говорится в сообщении российской компании. "Норникель" предупредил о сбое работы рынка металлов из-за новых санкций16 апреля, 14:07 Переориентировались на Азию В прошлом году США импортировали алюминия, никеля и меди на 70 миллионов долларов, в январе — феврале закупили российского алюминия всего на 100 тысяч. Для сравнения: в 2021-м меди и медных изделий приобрели на 100 миллионов, никеля — на 158, алюминия — на 612.  Великобритания в 2023 году импортировала алюминия на 15 миллиардов, в 2022-м — на 25. С учетом переориентации отечественных производителей на азиатский рынок воздействие санкций будет минимальным, считают эксперты. Металлургические компании все сделали заранее. Главным покупателем стал Китай. Как сообщает Reuters, импорт туда в 2023 году увеличился до 1,54 миллиона тонн с 668 тысяч в 2022-м. По мнению главного стратега инвестиционной компании "Вектор Икс" Максима Худалова, теперь бизнес окончательно перестроится. «"Санкции мало повлияют на "Норильский никель" и "Русал", поскольку обе компании уже и так в значительной степени переключились на рынки Юго-Восточной Азии. Сейчас более 80% их поставок осуществляется по прямым контрактам с покупателями из разных стран этого региона", — указывает Неплюев. Увеличение поставок алюминия, меди и никеля из России приведет к расширению их переработки в КНР в полуфабрикаты для дальнейшего экспорта в Европу. Эксперты оценили ситуацию на рынке редкоземельных металлов30 марта, 16:30 Известный сценарий Аналитики обращают внимание и на другое вероятное последствие. LME и CME могут утратить свой эксклюзивный статус. А Шанхайская фьючерсная биржа (ShFE) продолжит заниматься российским сырьем.  Недаром на ShFE изучают варианты запуска сделок по купле и продаже фьючерсов на никель. Там однозначно постараются воспользоваться удобным случаем для переманивания к себе партнеров LME, уверен Хазанов. Экономисты сходятся в том, что Россия явно не окажется проигравшей стороной. А Запад не выйдет победителем из очередных "санкционных игр". «Искусственное ограничение значительной доли предложения дестабилизирует ценообразование, следом — и цепочки создания стоимости. Это подпитает почву для очередного витка инфляции, бенефициаром которого в первую очередь выступят потребители на западных рынках, подчеркивает Олег Чередниченко, доцент кафедры экономической теории РЭУ имени Плеханова. При этом европейским покупателям придется разрабатывать схемы обхода санкций и, как в случае с энергоносителями, приобретать российский продукт, уже отягощенный маржой дополнительной логистики. Разумеется, с приростом конечной цены.  То есть весьма возможен сценарий потолка цен на нефть, после введения которого российское сырье хлынуло в Индию и КНР. А уже оттуда — втридорога в Европу.
