category;data
Транспорт;Неизвестно, как у них это получается, но внедорожники из Ульяновска всегда на высоте. Вот и при запуске ракеты «Ангара-А5» произошел эпизод мгновенно разлетевшийся на мемы. На 42-й секунды после старта на космодроме Восточный произошло… Впрочем, тут рассказывать — только все портить. А главное — кто теперь поспорит с утверждением, что УАЗ это космос?
Транспорт;Буквально на этой неделе из Шанхая в Германию отправился океанский лайнер, груженный примерно тысячей кроссоверов Xpeng G9. Китайский стартап по производству электромобилей, частично принадлежащий VW Group, намерен выйти на рынок Германии уже в мае. И это в то время как ЕС угрожает ввести запрет на продажи китайских электромобилей. Пока суть да дело, Xpeng спешит предложить немецким покупателям свою продукцию. Уже в следующем месяце в Германии появится Xpeng G9 по цене от 57 600 евро, а также более доступный P7. Цены на эту модель стартуют с 49 600 евро. Уже подписаны контракты с 12 местными дилерами. На первых порах китайские электромобили будут предлагаться в 24 шоу-румах. Но это пока, уже через два года, если все пойдет хорошо, число дилеров Xpeng в Германии планируется довести до 120! добавила Xpeng. Интересно когда китайский стартап обратит внимание на наш рынок. Ведь официально электромобили Xpeng у нас по-прежнему не продаются.
Транспорт;Мы уже рассказали все подробности об обновленном Mustang Mach-E. Теперь предлагаем оценить новшества на видео.
Транспорт;Совершенно незаметно электрический флагман Mercedes-Benz дожил до рестайлинга. Обновленная модель может похвастать увеличенным на 82 км запасом хода, новой облицовкой радиатора с хромированными акцентами, улучшенным оснащением и повышенным комфортом, особенно в задней части салона. Но все-таки главная новость, на наш взгляд, — возвращение на капот значка трехлучевой звезды в качестве фирменной эмблемы. Классика в современном прочтении. Отлично! В остальном EQS выглядит знакомо. Разве что псевдорадиаторной решетке добавили хрома. Благородные хромовые акценты появились и в салоне. В техническом плане главная новость — увеличенная с 108,4 до 118 кВт-ч емкость силового аккумулятора. Благодаря этому максимальный запас хода модели EQS 450 4MATIC вырос с 717 до 799 км. Уровень оснащения соответствует статусу модели. Скажем, гиперэкран мультимедийной системы MBUX входит в стандартную комплектацию EQS. Три дисплея незаметно переходят друг в друга, образуя непрерывную дисплейную полосу шириной более 141 см. Отметим эффективную систему климат-контроля, которая использует избыточное тепло электрической трансмиссии (инвертор и электромотор), а также высоковольтной батареи для обогрева салона. Это значительно снижает потребность в энергии аккумулятора для отопителя и увеличивает запас хода. Для той же задачи на полноприводных версиях EQS блок DCU отключает электродвигатель на передней оси в зависимости от дорожной ситуации. Хотя все равно в реальность 799 км на одном заряде батарейки верится с трудом. Как и в то, что мы скоро увидим электрический S-класс на наших дорогах. В Германии же заказы на рестайлинговый электрофлагман принимают уже с 25 апреля.
Транспорт;«По итогам первого квартала 2024 года средняя стоимость машино-места на рынке нежилой недвижимости Москвы составила 3,31 млн руб. Это на 24,9% больше, чем в четвертом квартале прошлого года (2,65 млн рублей). Отметку 3 млн руб. средняя цена машино-места превысила впервые за время ведения соответствующей статистики», — говорится в сообщении. По данным участников рынка недвижимости, рост цен на машино-места связаны, в первую очередь, с ростом себестоимости строительства подземных паркингов. До этого стало известно, что с 22 февраля 2024 года в зону платной уличной парковки в Москве вошел 31 участок улиц. Новые участки заработали в районах Головинский, Сокол, Хорошевский, Беговой, Марьина Роща, Новогиреево, Перово, Преображенское, Крылатское, Северное Чертаново и Савеловский. Тарифы варьируются от 40 до 450 ₽ в час. Для резидентов парковка остается бесплатной. Кроме того, в Москве с 15 октября 2023 года подорожала эвакуация автомобилей, припаркованных с нарушением правил дорожного движения. Так, эвакуация легкового автомобиля с двигателем мощностью до 80 л. с. подорожала с 4,74 тыс. до 5,92 тыс. рублей, на 24,8%. Стоимость эвакуации машины мощностью 80−250 л. с. подорожала с 7,54 тыс. до 9,45 тыс. рублей (+25,3%). Алексей Морозов
Транспорт;«Автодор» переводит на летний скоростной режим трассы М-11 «Нева» и М-4 «Дон»: разрешенная скорость на ряде их участков увеличивается до 130 км/ч и 110 км/ч соответственно, говорится в сообщении госкомпании в телеграм-канале. «С 15 апреля повышается скоростной режим на ряде участков М-11 “Нева” и М-4 “Дон”… Владельцы легковых и грузовых автомобилей с разрешенной максимальной массой не более 3,5 тонн вновь смогут развивать скорость в 130 км/ч на трассе М-11 “Нева” от 59 км в Московской области до Санкт-Петербурга», — отметили в «Автодоре». С 7 ноября прошлого года максимальная разрешенная скорость на трассе М-11 составляла 110 км/час. Это было необходимо для снижения рисков возникновения ДТП и обеспечения безопасности автомобилистов в зимний период, уточнили в госкомпании. Также с 15 апреля повышенный скоростной режим вводится на участках М-4 «Дон» с 296 по 322 км в обход Ефремова в Тульской области и с 1091 по 1119 км в Ростовской области. Разрешенная скорость вырастет с 90 км/ч до 110 км/ч, добавили в «Автодоре». «Автодор» специализируется на проектировании, строительстве и управлении платными трассами. В доверительном управлении госкомпании находятся М-1 «Беларусь», М-4 «Дон», М-3 «Украина», М-11 «Нева», М-12 «Восток» и ЦКАД.
Транспорт;В США жизнь водителя удалось спасти благодаря автопилоту в электромобиле Tesla Model Y. Об этом автомобилист рассказал в своем аккаунте в соцсети X (бывший Twitter). Первого апреля Tesla сделала доступной в США функцию автопилота Full Self-Driving. По словам пользователя, которого зовут Макс Пол Франклин, на следующий день он ехал за рулем и резко почувствовал недомогание. Как оказалось, у водителя сломалась инсулиновая помпа, поэтому у него подскочил уровень глюкозы. Мужчина решил включить режим полного автопилота. Электромобиль смог проехать без вмешательства водителя 21 км и довезти его до больницы, где самостоятельно припарковалась. Пользователь добавил, что он перенес легкий сердечный приступ, но уже чувствует себя хорошо. Также он выразил благодарность главе Tesla Илону Маску. До этого стало известно, что Tesla отзовет для ремонта 2,2 млн автомобилей. На отзываемые машины были установлены мелкие шрифты предупреждающих сообщений на приборной панели. Это касается автомобилей Model S, Model X, Model 3, Model Y и Cybertruck. В апреле Илон Маск назвал дату премьеры роботизированного такси Tesla. По его словам, дебют состоится 8 августа. Маск назвал дату премьеры роботизированного такси от Tesla вскоре после того, как Reuters со ссылкой на источники сообщило, что американская автокомпания отказалась от планов выпустить недорогой массовый электромобиль, но сохранила планы по разработке роботизированного такси на его платформе.
Транспорт;SU7 — первый автомобиль, который представил производитель смартфонов Xiaomi. Компания выпускает седан на заводе Xiaomi Super Factory в Пекине. Основатель, председатель правления и генеральный директор бренда Лэй Цзюнь сообщил, что завод может выпускать 40 автомобилей в час, а это означает, что новый Xiaomi SU7 будет сходить с конвейера каждые 76 секунд. Высокие темпы производства обусловлены высокой степенью автоматизации производственной линии и использованием передовых интеллектуальных технологий. Сообщается, что на заводе работает более 700 роботов. Они выполняют такие задачи, как монтаж, проверка и транспортировка. В кузовном цехе двадцати сотрудникам помогает 381 робот — по восемь на каждое рабочее место, по четыре с каждой стороны автомобиля. Роботизированные манипуляторы управляют дверями, устанавливают их на место, затягивают болты и регулируют петли. Роботизированные манипуляторы также устанавливаются на переднее и заднее стекла, а также на панорамный люк в крыше. С момента получения деталей до их установки на кузов автомобиля проходит менее 30 секунд. По заявлению Xiaomi, это в два раза быстрее, чем у традиционных автомобильных компаний. Производитель смартфонов, а теперь автомобилей, утверждает, что такая стратегия в три раза эффективнее, чем использование только людей-операторов. Компания Xiaomi внедрила интеллектуальную систему и в покрасочных цехах. Благодаря гибкой технологии сортировки цветов система способна быстро заправлять, очищать и подавать краску необходимого цвета, переключаясь с одного на другой всего за 40 минут. Компания Xiaomi официально объявила о своем намерении выйти на автомобильный рынок 30 марта 2021 года. На момент объявления у них уже был автомобиль в разработке. Xiaomi SU7 был представлен 28 марта 2024 года. Компания планирует увеличить объем продаж до 100 000 единиц в год в первые 12 месяцев своего присутствия на рынке и довести его до 900 000 единиц в течение следующих трех лет. Однако в связи с большим количеством заказов на SU7 у Xiaomi возникли проблемы. В социальных сетях появилось несколько видеороликов с авариями тестовых автомобилей. Сценарий, по-видимому, каждый раз один и тот же: водитель слишком сильно нажимает на педаль акселератора, автомобиль теряет сцепление с дорогой и врезается в бордюр, столб или другое транспортное средство. Компания Xiaomi должна устранить проблему до того, как автомобили попадут к покупателям. Car News China сообщила, что в автосалоны поступило 59 экземпляров по всей стране. Потенциальные покупатели ждали до 3 часов ночи, чтобы сесть за руль автомобиля. Также Xiaomi начала раздавать SU7 влиятельным лицам для ознакомления, чтобы повысить популярность модели. Однако, похоже, Xiaomi могли этого и не делать. Менее чем за полчаса компания получила 50 000 запросов на бронирование. 24 часа спустя они получили 90 000 заявок на бронирование.
Транспорт;Автолюбители говорят, что розовый слишком женственный и выглядит неуместно на автомобиле, который способен «прожигать» резину при нажатии педали газа. Но это не помешало «Большой тройке» в свое время предлагать розовые оттенки для своих маслкаров и поникаров. Модель Chrysler Panther Pink / Moulin Rouge, пожалуй, самая известная из них. В 1970 году в течение нескольких месяцев предлагалась весенняя розовая спецверсия, а затем этот цвет появился на нескольких моделях Dodge, включая Charger, Challenger и Super Bee. Компания Plymouth предлагала его для моделей Barracuda, Road Runner и GTX. Розовый цвет также присутствовал в цветовой палитре Ford Mustang первого поколения. В 1967 году Ford выпустил несколько автомобилей в цвете Playmate Pink, а оттенок Dusk Rose предлагался по специальному заказу. Годом позже Ford представил Passionate Pink, за которым в 1969 году последовал Hot Pink. Playmate Pink вернулся в 1972 году. В 1950-х годах General Motors начал предлагать розовые цвета под разными названиями. И эти так называемые женственные оттенки нашли свое применение в автомобилях практически всех марок. Розовые «Кадиллаки», заказанные Элвисом Пресли, пожалуй, являются самыми культовыми. Но по какой-то причине GM перестала включать розовый цвет в свою обычную цветовую палитру в 1964 году, как раз в тот момент, когда сегмент маслкаров набирал обороты. Официально этот оттенок не возвращался до тех пор, пока Cadillac не начал предлагать Mary Kay Pink в 1991 году. Есть прекрасный оттенок Pink Mist, который Pontiac предложил для Firebird в 1968 году. Этот цвет был частью специальной весенней кампании бренда, в которую также вошли «Карнавальный красный», «Ветреный синий» и «Бархатисто-желтый». Излишне говорить, что в то время Pink Mist был далеко не популярен. На самом деле, если бы не кабриолет 1968 года выпуска, который вы видите на фото, мы бы даже не узнали о существовании этого оттенка. По словам владельца, это, возможно, единственная модель Firebird, заказанная в этом цвете. Но не только внешняя окраска делает этот автомобиль особенным. Белый мягкий верх и роскошная внутренняя отделка из кожи Morrokide (именно так в Pontiac называют белый цвет) создают уникальное цветовое сочетание. Но подождите, это еще не все. Владельцем этого розового автомобиля была Нэнси Синатра. Старшая дочь Фрэнка Синатры прославилась в 1965 году, когда выпустила свой хит «These Boots Are Made for Walking». К тому времени, когда она купила этот «Понтиак», Нэнси Синатра с 14 песнями вошла в рейтинг Billboard Hot 100 и снялась в нескольких фильмах. Маслкар теперь принадлежит Кену Барнетту, который купил его на аукционе в январе 2022 года за 62 700 долларов. Несколько лет назад автомобиль был отреставрирован. Firebird оснащен двигателем V8 мощностью 330 л.с. — самым производительным в то время. В дополнение к мощному V8 этот Firebird был оснащен «практически всеми доступными опциями».
Дети;Результаты исследования опубликованы в журнале Toxicology and Applied Pharmacy (ТАР). В ходе исследования ученые проинструктировали кормящих грудью женщин повысить долю капусты, брокколи, редиса и кале в рационе на 24 часа. По истечении периода диетического вмешательства исследователи собрали образцы грудного молока у всех участниц и измерили в них уровень сульфорафана (SFN) — метаболита (продукта переработки) крестоцветных овощей. Ученые объяснили, что SFN — это питательное вещество на основе серы, которое, как принято считать в научном сообществе, обеспечивает защиту от рака, сердечно-сосудистых заболеваний, деменции и диабета. Результаты биохимического анализа показали, что уровень SFN в грудном молоке растет при повышенном употреблении крестоцветов. Ученые предположили, что в процессе грудного вскармливания сульфорафан может «передаваться» и младенцам, что активизирует особые «защитные» гены в их печени и легких. Это потенциально позволяет снизить вероятность развития опасных заболеваний, в числе которых рак и диабет. Читайте также: Обязательно расскажите об этом своей дочке: 28 жизненных правил
Дети;Девочка из города Панчкула, штат Харьяна, прославилась тем, что занимается тяжелой атлетикой и, в частности, становой тягой. Она уже установила несколько достижений. По данным New York Post, в шесть лет она подняла штангу весом 45 килограммов и попала в Книгу рекордов Индии. В возрасте восьми лет, Госвами установила рекорд Азии, подняв штангу весом 60 килограммов. Видео, на котором Госвами поднимает штангу весом 75 килограммов, появилось в социальных сетях еще в конце февраля, однако стало вирусным только в апреле. Его посмотрели более двух миллионов человек. Отмечается, что юная индианка весит около 24 килограммов, а значит поднятая штанга втрое тяжелее ее. Отец рекордсменки признался, что понятия не имеет, откуда в ней столько сил. «Я не знаю, как она это делает. Может быть, это генетика или какой-то редкий дар», — сказал он. Мужчина надеется, что дочь не бросит увлечение и однажды представит Индию на Олимпийских играх. Несмотря на замечательные достижения, до мирового рекорда среди девочек Госвами еще далеко. В 2022 году девятилетняя Аврора ван Ульфт из Канады сумела поднять в становой тяге штангу весом 110 килограммов. Читайте также: Обязательно расскажите об этом своей дочке: 28 жизненных правил
Дети;ПРАВМИР. Российским школьникам с 8 по 11 класс в программе по литературе больше всего нравится читать «Преступление и наказание» Достоевского, «Мастера и Маргариту» Булгакова и «Отцы и дети» Тургенева. Это показал опрос, проведенный сетью книжных магазинов «Читай-город» и онлайн-школой Вебиум. Среди произведений и авторов, которых подростки хотели бы изучать на уроках литературы, но их нет в школьной программе, оказались «Портрет Дориана Грея» Оскара Уайльда, произведения Рэя Брэдбери и цикл о Гарри Поттере Джоан Роулинг. В ряду желаемых российских произведений подростки называли «Анну Каренину» Льва Толстого и «Братьев Карамазовых» Федора Достоевского. Читайте также: Обязательно расскажите об этом своей дочке: 28 жизненных правил
Дети;ПРАВМИР. В России число матерей-одиночек составляет 4,85 млн, а соло-отцов при этом в 4 раза меньше — 1,13 млн человек. Такие данные привели исследователи ВНИИ труда Минтруда России, пишет РБК С 2002 по 2021 год число неполных семей выросло почти в два раза — с 21% до 38,5%. По данным исследования, в неполной семье (без отца или без матери) «живет и воспитывается по меньшей мере каждый третий несовершеннолетний ребенок в стране». Как сообщают ученые, больше трети соло родителей живут вместе с другими родственниками. В каждой десятой такой семье воспитывать детей помогают бабушки и дедушки. Читайте также: Обязательно расскажите об этом своей дочке: 28 жизненных правил
Дети;Об этом говорится в докладе, представленном на первой международной конференции по проблеме вербального насилия над детьми. Мероприятие организовано Университетским колледжем Лондона (UCL), Всемирной организацией здравоохранения (ВОЗ) и благотворительным фондом Words Matter. Вербальное насилие включает в себя словесные унижения, угрозы, крик и другое поведение, способное нанести вред благополучию ребенка. Ученые проанализировали последствия словесных оскорблений в детстве для здоровья, включая психические расстройства, членовредительство, употребление алкоголя и наркотиков. Команда использовала данные из четырех стран — Камбоджи, Кении, Колумбии и Молдовы. Специалисты вычислили сумму издержек в результате указанных проблем в виде доли от ВВП этих государств, а затем применили получившееся соотношение к глобальному ВВП. «Экономическое бремя словесных оскорблений в детстве со стороны взрослых, которое мы оценили количественно, ясно подчеркивает шокирующую скрытую цену ущерба, который оно наносит детям на протяжении всей их жизни. Но эта оценка, вероятно, значительно занижена, учитывая влияние вербальных оскорблений в детстве на некоторые результаты, включая расходы на медицинское обслуживание и расходы на судебную систему, которые не были включены в анализ из-за отсутствия данных», — отметил автор доклада, профессор Сянмин Фан. Читайте также: Обязательно расскажите об этом своей дочке: 28 жизненных правил
Дети;«Стратегическое мышление — чтобы победить игроков другой команды, нужно построить стратегию игры для своей — а еще договориться с товарищами по команде (или “тиммейтами”), чтобы они ее придерживались, направлять и лидировать процесс. Отсюда плавно вытекает следующий пункт — социализация. В течение игровой сессии ваш ребенок общается с другими игроками. Спорит, подсказывает правильные решения, радуется и огорчается. И неизбежно социализируется», — отметила эксперт. «Иногда простое увлечение становится чем-то большим — и тогда эта любовь может даже заложить основу для профессии. Победители чемпионатов мирового уровня в киберспорте становятся звездами и выигрывают гигантские призовые фонды в $40 млн. Так же, как и у профессиональных футболистов или танцоров, у них регулярно проходят тренировки и выезды. Кроме того, индустрия разработки игр, или геймдев, — одна из самых востребованных на настоящий момент. Она сочетает в себе любовь к программированию, умноженную на творческий подход: разработчики продумывают виртуальные миры и их законы и делают так, чтобы игровой процесс был приятным и увлекательным», — сказала Новикова. Но если ребенок чувствует сильный дискомфорт, когда находится вне игрового пространства, — это тревожный звонок. Отказы от поездок или походов в кино, забрасывание прежних увлечений и связей — всё это может свидетельствовать об игровой зависимости. «А игры с высоким возрастным рейтингом могут увеличивать уровень агрессии и притуплять у детей сопереживание и эмпатию. И это момент, контролировать который должны родители», — добавила специалист. «Если вы недовольны тем, что ребенок мало читает или рисует, недостаточно активен физически, подумайте, не подаете ли вы ему пример своим собственным поведением. Если вы предложите организовать книжный клуб или возьмете привычку каждые выходные покорять новые пешеходные маршруты, скорее всего, ребенок захочет к вам присоединиться», — подытожила Новикова. 2 марта методист онлайн-школы для детей и подростков Skysmart Александр Кудрявцев рассказал «Известиям», как привить ребенку любовь к математике. По словам специалиста, зажечь искру интереса в детях поможет решение повседневных задач. Например, можно подсчитать свои доходы и понять, сколько рулонов обоев купить: со многими из этих задач сталкиваются взрослые, а дети с удовольствием и пониманием целесообразности ищут решения для них. Читайте также: Обязательно расскажите об этом своей дочке: 28 жизненных правил
Дети;12 апреля. ПРАВМИР. С 1 сентября 2025 года из программы 6-8-х классов будет исключен предмет «обществознание», пишет ТАСС со ссылкой на приказ Минпросвещения РФ. С 2025-26 учебного года этот предмет будут преподавать по одному часу в неделю в 9-м и 10- м классах и по 2 часа в неделю – в 11-м классе. В то же время количество уроков истории для учеников 5-8 классов увеличится с двух до трех в неделю. «Общее число часов, рекомендованных для изучения истории, — 476, в 5-8 классах — по 3 часа в неделю, в 9 классе — по 2 часа в неделю», — говорится в приказе Минпросвещения, опубликованном на интернет-портале правовой информации. Увеличение часов произойдет в том числе за счет модуля «История нашего края», который будут преподавать учащимся 5-7-х классов. Читайте также: От Пушкина до наших дней: краткая история детских анкет
Дети;Возможно, вас гложет чувство вины, если вы, вместо того чтобы играть с ребенком в развивающие игры и вообще уделять ему все свое внимание, «тупите» в телефон. Ну так вот, расслабьтесь: как установили ученые из нескольких университетов Австралии, статья которых опубликована в Journal of Child Psychology and Psychiatry, никакого вреда вашим отношениям с ребенком, а также его развитию и психике такое времяпровождение не наносит. К такому выводу исследователи пришли, проанализировав результаты опросов, в которых принимали участие более трех с половиной тысяч родителей. Всю собранную информацию подвергли тщательному анализу по 84 направлениям, потенциально способным негативно повлиять на родительско-детские отношения, обстановку в семье и так далее. Особенно ученых интересовал следующий момент: как влияет на эти параметры тот факт, что, сидя в телефоне, родители фактически замещают время, которое они могли бы потратить на полезное общение с детьми, просматриванием ленты соцсетей или перепиской с друзьями в мессенджере. Детям часто достаточно присутствия рядом любящего родителя, к которому всегда можно обратиться за порцией ласки, помощи и поддержки. А родителям «тупление» в телефон, как ни странно, помогает лучше исполнять родительские обязанности, потому что позволяет отвлечься, расслабиться и накопить эмоциональные силы для общения с ребенком. Читайте также: Как прекратить «смартфонные войны»: 10 советов родителям
Дети;Шведские ученые из Каролинского института доказали отсутствие связи между употреблением препарата ацетаминофена (больше известного как парацетамол) во время беременности и повышенным риском рождения детей с синдромом дефицита внимания и гиперактивности (СДВГ), расстройствами аутического спектра и умственной отсталостью. Исследование опубликовано в научном журнале JAMA. Парацетамол остается одним из наиболее распространенных в мире лекарств от боли и жара, а также служит активным ингредиентом множества других препаратов. Предыдущие изыскания показали некоторую связь между парацетамолом и рождением детей с различными умственными и нервными расстройствами, однако новое исследование опровергло эти предположения. Ученые изучили проблему, взяв за основу данные об использовании лекарств беременными женщинами в Швеции с 1995 по 2019 год. В указанный период 185 тыс. 909 детей подвергались воздействию ацетаминофена до своего рождения. Анализ показал, что парацетамол не угрожает развитию нервной системы нерожденных детей. Это доказывает информация о братьях и сестрах, из которых на одного ребенка влиял ацетаминофена, тогда как на другого — нет. Поскольку у родных братьев и сестер совпадает около 50% ДНК, и они часто подвергаются воздействию одних и тех же факторов, сравнение их медицинских данных позволило уверенно заявить о безопасности парацетамола. Ученые отметили, что незначительное увеличение количества детей с СДВГ, аутизмом и умственной отсталостью, родившихся у принимавших ацетаминофен, связано с какими-то другими факторами, не имеющими отношения к популярному обезболивающему. Читайте также: Обязательно расскажите об этом своей дочке: 28 жизненных правил
Дети;Американские ученые проанализировали данные о росте и весе, касающиеся почти трех миллионов детей. В первый раз данные собирались, когда детям было от двух до почти 14 лет, а во второй раз – в среднем спустя четыре года. Оказалось, что у выделяющихся своим ростом среди сверстников детей гораздо выше шансы иметь слишком высокий индекс массы тела в более старшем возрасте, чем у их низкорослых ровесников. Особенно ярко этот эффект проявляется, если первый раз данные о росте и весе собирались, когда дети были младше семи лет. Причем в этом возрасте их вес вполне мог быть в рамках или даже ниже нормы. К примеру, если взять группу самых худощавых семилетних детей, то шансы на то, что к 11 годам у них разовьется ожирение, у наиболее высоких из них в 5 раз выше, чем у наиболее низких. Читайте также: Что нужно сделать сейчас, чтобы ребенок никогда не столкнулся с ожирением
